# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
435.0; 66.336; -7.9; -10.3; 305.1; -7.9; -9.3; 283.4; 22.6; -5.7; 351.8; 22.6; -5.4; 330.0
438.0; 66.816; -4.6; -9.2; 304.4; -4.6; -8.4; 284.1; 19.3; -5.6; 351.0; 19.3; -5.3; 330.8
441.0; 67.296; -4.2; -7.9; 303.8; -4.2; -7.3; 284.7; 18.9; -5.9; 350.4; 18.9; -5.6; 331.4
444.0; 67.776; -4.2; -6.3; 303.4; -4.2; -5.9; 285.1; 18.9; -6.9; 350.0; 18.9; -6.6; 331.8
447.0; 68.256; -38.0; -3.9; 302.9; -38.0; -3.7; 285.6; 52.7; -8.5; 349.5; 52.7; -8.1; 332.3
450.0; 68.736; -39.8; 0.2; 301.7; -39.8; 0.3; 286.7; 54.6; -10.6; 348.4; 54.6; -10.1; 333.4
453.0; 69.215; -39.7; 6.4; 299.2; -39.7; 6.8; 289.2; 55.0; -12.8; 346.0; 55.0; -12.4; 336.0
456.0; 69.693; -39.5; 15.0; 294.1; -39.5; 17.2; 294.0; 55.8; -14.5; 341.2; 55.8; -14.4; 341.0
459.0; 70.174; -39.0; 26.0; 285.3; -39.0; 33.1; 302.4; 57.2; -14.5; 332.8; 57.2; -15.0; 349.9
462.0; 70.661; -38.3; 38.4; 271.6; -38.3; 56.0; 315.3; 59.4; -11.8; 319.9; 59.4; -13.2; 363.5
465.0; 71.154; -3.7; 46.2; 253.7; -3.7; 81.3; 332.3; 28.1; -6.8; 302.8; 28.1; -8.3; 381.4
468.0; 71.639; -3.7; 55.0; 230.1; -3.7; 116.8; 355.2; 31.0; 3.0; 280.0; 31.0; 4.2; 405.0
471.0; 72.078; -3.7; 59.2; 207.6; -3.7; 148.7; 377.5; 31.8; 13.6; 257.7; 31.8; 21.7; 427.5
474.0; 72.463; -3.7; 57.4; 192.8; -3.7; 161.7; 393.0; 28.9; 24.3; 242.1; 28.9; 42.7; 442.3
477.0; 72.859; -3.7; 52.1; 185.2; -3.7; 154.2; 402.1; 23.1; 35.8; 233.1; 23.1; 66.6; 449.9
480.0; 73.309; -3.7; 50.0; 184.9; -3.7; 140.8; 403.4; 19.5; 41.4; 231.8; 19.5; 77.8; 450.3
483.0; 73.791; -39.9; 51.1; 193.9; -39.9; 125.4; 394.6; 54.5; 41.9; 240.6; 54.5; 74.7; 441.2
486.0; 74.274; -39.9; 47.0; 212.7; -39.9; 97.3; 375.8; 54.4; 36.2; 259.3; 54.4; 57.6; 422.5
489.0; 74.753; -39.8; 42.5; 229.9; -39.8; 76.4; 358.5; 54.8; 28.4; 276.6; 54.8; 40.8; 405.3
492.0; 75.236; -39.6; 39.1; 243.9; -39.6; 63.9; 344.3; 55.4; 19.4; 290.9; 55.4; 25.6; 391.2
495.0; 75.716; -39.3; 38.3; 252.1; -39.3; 60.2; 335.8; 56.2; 11.6; 299.4; 56.2; 14.6; 383.0
498.0; 76.176; -39.0; 40.9; 252.6; -39.0; 65.5; 335.0; 57.2; 7.6; 300.2; 57.2; 9.5; 382.5
501.0; 76.609; -3.7; 42.3; 246.9; -3.7; 72.6; 340.5; 23.0; 7.8; 294.7; 23.0; 10.1; 388.3
504.0; 77.037; -3.7; 45.2; 237.5; -3.7; 83.4; 349.8; 23.1; 13.0; 285.4; 23.1; 17.7; 397.6
507.0; 77.485; -3.7; 45.5; 228.6; -3.7; 88.9; 359.0; 21.8; 20.7; 276.1; 21.8; 29.7; 406.5
510.0; 77.953; -3.7; 44.3; 220.0; -3.7; 88.5; 368.3; 19.5; 30.5; 266.9; 19.5; 46.4; 415.2
513.0; 78.432; -3.7; 40.8; 223.6; -3.7; 76.2; 364.9; 18.2; 33.0; 270.2; 18.2; 49.3; 411.5
516.0; 78.912; -40.0; 37.5; 232.9; -40.0; 62.7; 355.8; 54.1; 32.2; 279.4; 54.1; 45.6; 402.2
